uniprot_domain_id	uniprot_id	pfam_name	alignment_def	hmm_accession	hmm_name	hmm_type	hmm_clan_accession	hmm_clan_name
31735	Q9Y4F5	FHA	25:90	PF00498.21	FHA	Family	CL0357	SMAD-FHA
31736	Q9Y4F5	CEP170_C	842:1528	PF15308.1	CEP170_C	Family	\N	\N
31737	Q9H1K0	FYVE	153:259	PF01363.16	FYVE	Domain	CL0390	zf-FYVE-PHD
31738	Q9H1K0	Rbsn	459:500	PF11464.3	Rbsn	Domain	\N	\N
31739	Q9H1K0	Rbsn	739:780	PF11464.3	Rbsn	Domain	\N	\N
31740	P51688	Sulfatase	23:327	PF00884.18	Sulfatase	Family	CL0088	Alk_phosphatase
31741	A2RUT3	TMEM89	23:156	PF15098.1	TMEM89	Family	\N	\N
31742	Q12999	Tetraspannin	8:194	PF00335.15	Tetraspannin	Family	CL0347	Tetraspannin
31743	Q9NSA0	Sugar_tr	144:520	PF00083.19	Sugar_tr	Family	CL0015	MFS
31744	O14732	Inositol_P	17:280	PF00459.20	Inositol_P	Family	CL0171	Phospoesterase
31745	Q13087	Thioredoxin	58:149	PF00085.15	Thioredoxin	Domain	CL0172	Thioredoxin
31746	Q13087	Thioredoxin_6	179:365	PF13848.1	Thioredoxin_6	Domain	CL0172	Thioredoxin
31747	Q13087	Thioredoxin	390:492	PF00085.15	Thioredoxin	Domain	CL0172	Thioredoxin
31748	O95436	\Na_Pi_cotrans	110:233	PF02690.10	\Na_Pi_cotrans	Family	\N	\N
31749	O95436	\Na_Pi_cotrans	380:505	PF02690.10	\Na_Pi_cotrans	Family	\N	\N
31750	P09912	Ifi-6-16	45:118	PF06140.8	Ifi-6-16	Family	\N	\N
31751	Q92686	IQ	28:47	PF00612.22	IQ	Motif	\N	\N
31752	Q99595	Tim17	8:131	PF02466.14	Tim17	Family	\N	\N
31753	P28066	Proteasome_A_N	8:30	PF10584.4	Proteasome_A_N	Domain	\N	\N
31754	P28066	Proteasome	31:220	PF00227.21	Proteasome	Domain	CL0052	\NTN
31755	A6NM03	7tm_4	139:283	PF13853.1	7tm_4	Family	CL0192	GPCR_A
31756	Q9HCF6	Ion_trans	959:1136	PF00520.26	Ion_trans	Family	CL0030	Ion_channel
31757	Q9BRF8	Metallophos	72:250	PF00149.23	Metallophos	Domain	CL0163	Calcineurin
31758	Q9UQR1	zf-H2C2_2+zf-H2C2_2	185:208,214:236	PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2	Domain,Domain	CL0361,CL0361	C2H2-zf,C2H2-zf
31759	Q9UQR1	zf-H2C2_2	242:265	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
31760	Q53FA7	ADH_N	28:88	PF08240.7	ADH_N	Domain	CL0296	GroES
31761	Q53FA7	ADH_zinc_N	152:277	PF00107.21	ADH_zinc_N	Family	CL0063	\NADP_Rossmann
31762	Q8TF08	COX7B	2:81	PF05392.6	COX7B	Family	\N	\N
31763	P42694	zf-CCCH	181:205	PF00642.19	zf-CCCH	Family	CL0537	CCCH_zf
31764	P42694	AAA_11	642:754	PF13086.1	AAA_11	Domain	CL0023	P-loop_NTPase
31765	P42694	AAA_11	758:833	PF13086.1	AAA_11	Domain	CL0023	P-loop_NTPase
31766	P42694	AAA_12	841:1050	PF13087.1	AAA_12	Domain	CL0023	P-loop_NTPase
31767	Q03395	Tetraspannin	21:287	PF00335.15	Tetraspannin	Family	CL0347	Tetraspannin
31768	P50461	LIM	10:65	PF00412.17	LIM	Domain	\N	\N
31769	P50461	LIM	120:176	PF00412.17	LIM	Domain	\N	\N
31770	Q8IV50	LysM	73:116	PF01476.15	LysM	Domain	CL0187	LysM
31771	Q9NYA1	DAGK_cat	16:137	PF00781.19	DAGK_cat	Family	CL0240	PFK
31772	P24530	7tm_1	118:384	PF00001.16	7tm_1	Family	CL0192	GPCR_A
31773	Q9HBH0	Ras	21:192	PF00071.17	Ras	Domain	CL0023	P-loop_NTPase
31774	P80422	V-set	2:109	PF07686.12	V-set	Domain	CL0011	Ig
31775	Q8TD08	Pkinase	15:304	PF00069.20	Pkinase	Domain	CL0016	PKinase
31776	Q99853	Fork_head	13:108	PF00250.13	Fork_head	Domain	\N	\N
31777	Q9HBA0	Ank	238:267	PF00023.25	Ank	Repeat	CL0465	Ank
31778	Q9HBA0	Ion_trans	522:718	PF00520.26	Ion_trans	Family	CL0030	Ion_channel
31779	Q02985	Sushi	27:83,92:140,153:203,210:264	PF00084.15,PF00084.15,PF00084.15,PF00084.15	Sushi,Sushi,Sushi,Sushi	Domain,Domain,Domain,Domain	\N	\N
31780	Q6GTX8	Ig_2	29:120	PF13895.1	Ig_2	Domain	CL0011	Ig
31781	Q70Z53	Fra10Ac1	103:220	PF09725.4	Fra10Ac1	Family	\N	\N
31782	Q9NSJ1	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	59:82,86:111,115:139	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
31783	Q9NSJ1	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	143:166,171:194,198:222	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
31784	Q9NSJ1	zf-H2C2_2+zf-H2C2_2	249:273,349:373	PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2	Domain,Domain	CL0361,CL0361	C2H2-zf,C2H2-zf
31785	Q9NSJ1	zf-H2C2_2	406:428	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
31786	Q7Z7B7	Defensin_beta_2	26:56	PF13841.1	Defensin_beta_2	Family	CL0075	Defensin
31787	Q9Y653	GPS	343:389	PF01825.16	GPS	Family	\N	\N
31788	Q9Y653	7tm_2	403:654	PF00002.19	7tm_2	Family	CL0192	GPCR_A
31789	Q86X45	LRR_9	4:158	PF14580.1	LRR_9	Repeat	CL0022	LRR
31790	Q8NH53	7tm_4	149:288	PF13853.1	7tm_4	Family	CL0192	GPCR_A
31791	Q9UQ13	LRR_8	147:204	PF13855.1	LRR_8	Repeat	CL0022	LRR
31792	Q9UQ13	LRR_8	215:273	PF13855.1	LRR_8	Repeat	CL0022	LRR
31793	Q9UQ13	LRR_8	284:341	PF13855.1	LRR_8	Repeat	CL0022	LRR
31794	Q9UQ13	LRR_4	426:465	PF12799.2	LRR_4	Family	CL0022	LRR
31795	Q9UQ13	LRR_8	473:527	PF13855.1	LRR_8	Repeat	CL0022	LRR
31796	Q8NG85	7tm_4	138:282	PF13853.1	7tm_4	Family	CL0192	GPCR_A
31797	O60911	Inhibitor_I29	29:88	PF08246.7	Inhibitor_I29	Domain	\N	\N
31798	O60911	Peptidase_C1	114:332	PF00112.18	Peptidase_C1	Domain	CL0125	Peptidase_CA
31799	P01765	V-set	8:113	PF07686.12	V-set	Domain	CL0011	Ig
31800	P23469	Y_phosphatase	159:393	PF00102.22	Y_phosphatase	Domain	CL0031	Phosphatase
31801	P23469	Y_phosphatase	451:687	PF00102.22	Y_phosphatase	Domain	CL0031	Phosphatase
31802	Q92482	MIP	20:261	PF00230.15	MIP	Family	\N	\N
31803	Q9H3Z4	DnaJ	16:77	PF00226.26	DnaJ	Domain	CL0392	Chaperone-J
31804	P42568	YEATS	29:111	PF03366.11	YEATS	Family	\N	\N
31805	Q9NV35	\NUDIX	15:132	PF00293.23	\NUDIX	Domain	CL0261	\NUDIX
31806	Q9Y5F7	Cadherin_2	29:111	PF08266.7	Cadherin_2	Domain	CL0159	E-set
31807	Q9Y5F7	Cadherin+Cadherin	141:233,247:340	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
31808	Q9Y5F7	Cadherin+Cadherin	358:441,462:555	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
31809	Q9Y5F7	Cadherin	587:665	PF00028.12	Cadherin	Family	CL0159	E-set
31810	P12035	Filament	197:512	PF00038.16	Filament	Family	\N	\N
31811	A6NKF9	DUF3735	5:72	PF12537.3	DUF3735	Family	\N	\N
31812	A6NKF9	ABA_GPCR	138:312	PF12430.3	ABA_GPCR	Family	\N	\N
31813	Q9Y6B6	Arf	12:197	PF00025.16	Arf	Domain	CL0023	P-loop_NTPase
31814	Q13409	Dynein_IC2	132:164	PF11540.3	Dynein_IC2	Family	\N	\N
31815	Q13409	WD40	472:509	PF00400.27	WD40	Repeat	CL0186	Beta_propeller
31816	Q8TCC3	Ribosomal_L30	67:117	PF00327.15	Ribosomal_L30	Domain	\N	\N
31817	P01611	V-set	2:104	PF07686.12	V-set	Domain	CL0011	Ig
31818	Q86SX3	DUF4509	45:228	PF14970.1	DUF4509	Family	\N	\N
31819	Q86SX3	DUF4510	332:494	PF14971.1	DUF4510	Family	\N	\N
31820	O43776	tRNA_anti-codon	128:208	PF01336.20	tRNA_anti-codon	Domain	CL0021	OB
31821	O43776	tRNA-synt_2	227:542	PF00152.15	tRNA-synt_2	Family	CL0040	tRNA_synt_II
31822	Q9BVK2	Alg6_Alg8	21:512	PF03155.10	Alg6_Alg8	Family	CL0111	GT-C
31823	P0CG37	CFC	123:158	PF09443.5	CFC	Domain	\N	\N
31824	Q9NQ40	DUF1011	296:395	PF06237.7	DUF1011	Family	\N	\N
31825	Q5T013	AP_endonuc_2	25:226	PF01261.19	AP_endonuc_2	Domain	CL0036	TIM_barrel
31826	Q5TZK3	FAM74	1:121	PF15026.1	FAM74	Family	\N	\N
31827	P10176	COX8	26:69	PF02285.10	COX8	Family	\N	\N
31828	O94778	MIP	33:243	PF00230.15	MIP	Family	\N	\N
31829	O43692	CAP	71:211	PF00188.21	CAP	Domain	\N	\N
31830	Q9UK99	F-box-like	14:58	PF12937.2	F-box-like	Domain	CL0271	F-box
31831	Q9UK99	SMI1_KNR4	122:249	PF09346.5	SMI1_KNR4	Domain	CL0526	SUKH
31832	Q9UK99	DUF525	294:383	PF04379.9	DUF525	Family	\N	\N
31833	Q2WEN9	V-set	32:118	PF07686.12	V-set	Domain	CL0011	Ig
31834	Q2WEN9	Ig_2+Ig_2	141:219,245:302	PF13895.1,PF13895.1	Ig_2,Ig_2	Domain,Domain	CL0011,CL0011	Ig,Ig
31835	Q2WEN9	V-set	329:421	PF07686.12	V-set	Domain	CL0011	Ig
31836	Q9Y5W7	PXA	130:302	PF02194.10	PXA	Family	\N	\N
31837	Q9Y5W7	RGS	337:464	PF00615.14	RGS	Domain	CL0272	RGS
31838	Q9Y5W7	PX	583:685	PF00787.19	PX	Domain	\N	\N
31839	Q9Y5W7	\Nexin_C	807:912	PF08628.7	\Nexin_C	Family	\N	\N
31840	Q9NPA0	DUF2012	57:168	PF09430.5	DUF2012	Family	CL0287	Transthyretin
31841	Q86YB7	ECH	40:284	PF00378.15	ECH	Family	CL0127	ClpP_crotonase
31842	Q9BXV9	DUF4611	3:98	PF15387.1	DUF4611	Family	\N	\N
31843	Q9NYT0	PH	6:99	PF00169.24	PH	Domain	CL0266	PH
31844	Q9NYT0	DEP	142:223	PF00610.16	DEP	Domain	\N	\N
31845	Q9NYT0	PH	248:353	PF00169.24	PH	Domain	CL0266	PH
31846	Q9H4M7	PH	56:152	PF00169.24	PH	Domain	CL0266	PH
31847	Q9ULL1	RhoGEF	117:292	PF00621.15	RhoGEF	Domain	\N	\N
31848	Q6PHR2	Pkinase	16:270	PF00069.20	Pkinase	Domain	CL0016	PKinase
31849	Q6PHR2	MIT	281:347	PF04212.13	MIT	Domain	\N	\N
31850	Q6PHR2	MIT	376:443	PF04212.13	MIT	Domain	\N	\N
31851	Q96GE6	EF-hand_7	56:116	PF13499.1	EF-hand_7	Domain	CL0220	EF_hand
31852	Q96GE6	EF-hand_8	141:186	PF13833.1	EF-hand_8	Domain	CL0220	EF_hand
31853	P78369	PMP22_Claudin	6:179	PF00822.15	PMP22_Claudin	Family	CL0375	Transporter
31854	P08908	7tm_1	53:400	PF00001.16	7tm_1	Family	CL0192	GPCR_A
31855	O95622	Guanylate_cyc	461:621	PF00211.15	Guanylate_cyc	Domain	CL0276	\Nucleot_cyclase
31856	O95622	DUF1053	669:761	PF06327.9	DUF1053	Family	\N	\N
31857	O95622	Guanylate_cyc	1063:1256	PF00211.15	Guanylate_cyc	Domain	CL0276	\Nucleot_cyclase
31858	Q9Y3M8	SAM_2	61:120	PF07647.12	SAM_2	Domain	CL0003	SAM
31859	Q9Y3M8	RhoGAP	677:820	PF00620.22	RhoGAP	Domain	CL0409	GAP
31860	Q9Y3M8	START	912:1098	PF01852.14	START	Domain	CL0209	Bet_V_1_like
31861	Q14416	ANF_receptor	60:455	PF01094.23	ANF_receptor	Family	CL0144	Periplas_BP
31862	Q14416	\NCD3G	496:546	PF07562.9	\NCD3G	Family	\N	\N
31863	Q14416	7tm_3	577:817	PF00003.17	7tm_3	Family	\N	\N
31864	P13611	V-set	28:140	PF07686.12	V-set	Domain	CL0011	Ig
31865	P13611	Xlink	149:244	PF00193.12	Xlink	Domain	CL0056	C_Lectin
31866	P13611	Xlink	250:346	PF00193.12	Xlink	Domain	CL0056	C_Lectin
31867	P13611	EGF+EGF	3093:3122,3131:3159	PF00008.22,PF00008.22	EGF,EGF	Domain,Domain	CL0001,CL0001	EGF,EGF
31868	P13611	Lectin_C	3187:3291	PF00059.16	Lectin_C	Domain	CL0056	C_Lectin
31869	P13611	Sushi	3296:3352	PF00084.15	Sushi	Domain	\N	\N
31870	Q8WZ04	Methyltransf_3	115:249	PF01596.12	Methyltransf_3	Domain	CL0063	\NADP_Rossmann
31871	Q5T230	Myb_DNA-bind_4	60:130	PF13837.1	Myb_DNA-bind_4	Domain	CL0123	HTH
31872	O95772	MENTAL	49:215	PF10457.4	MENTAL	Domain	\N	\N
31873	Q14241	Med26	54:102	PF08711.6	Med26	Domain	\N	\N
31874	Q14241	Elongin_A	592:694	PF06881.6	Elongin_A	Family	\N	\N
31875	Q8N264	PH	21:123	PF00169.24	PH	Domain	CL0266	PH
31876	Q8N264	RhoGAP	153:301	PF00620.22	RhoGAP	Domain	CL0409	GAP
31877	Q14498	RRM_1+RRM_1	155:220,252:322	PF00076.17,PF00076.17	RRM_1,RRM_1	Domain,Domain	CL0221,CL0221	RRM,RRM
31878	Q14498	RBM39linker	339:410	PF15519.1	RBM39linker	Domain	\N	\N
31879	Q14498	RBM39linker	408:442	PF15519.1	RBM39linker	Domain	\N	\N
31880	Q14498	RRM_5	452:505	PF13893.1	RRM_5	Domain	CL0221	RRM
31881	Q6UWY0	Sulfatase	32:370	PF00884.18	Sulfatase	Family	CL0088	Alk_phosphatase
31882	Q9Y4A5	FAT	2851:3204	PF02259.18	FAT	Family	CL0020	TPR
31883	Q9Y4A5	PI3_PI4_kinase	3540:3782	PF00454.22	PI3_PI4_kinase	Family	\N	\N
31884	Q96RQ9	DAO	62:109	PF01266.19	DAO	Domain	CL0063	\NADP_Rossmann
31885	Q96RQ9	Amino_oxidase	69:504	PF01593.19	Amino_oxidase	Domain	CL0063	\NADP_Rossmann
31886	Q96A00	PP1_inhibitor	1:134	PF05361.7	PP1_inhibitor	Family	\N	\N
31887	Q9NWD9	BEX	15:119	PF04538.7	BEX	Family	\N	\N
31888	Q9H2P9	TP_methylase	1:239	PF00590.15	TP_methylase	Domain	\N	\N
31889	O00116	FAD_binding_4	206:345	PF01565.18	FAD_binding_4	Domain	CL0077	FAD_PCMH
31890	O00116	FAD-oxidase_C	384:654	PF02913.14	FAD-oxidase_C	Domain	CL0277	FAD-oxidase_C
31891	O43525	Ion_trans	159:350	PF00520.26	Ion_trans	Family	CL0030	Ion_channel
31892	O43525	KCNQ_channel	449:656	PF03520.9	KCNQ_channel	Family	\N	\N
31893	O43525	KCNQC3-Ank-G_bd	770:866	PF11956.3	KCNQC3-Ank-G_bd	Motif	\N	\N
31894	Q7Z695	ABC1	293:387	PF03109.11	ABC1	Family	CL0016	PKinase
31895	Q8N456	LRR_4	74:110	PF12799.2	LRR_4	Family	CL0022	LRR
31896	Q32P51	RRM_1+RRM_1	16:84,107:175	PF00076.17,PF00076.17	RRM_1,RRM_1	Domain,Domain	CL0221,CL0221	RRM,RRM
31897	Q32P51	HnRNPA1	257:292	PF11627.3	HnRNPA1	Family	\N	\N
31898	Q13070	GAGE	1:116	PF05831.6	GAGE	Family	\N	\N
31899	Q99640	Pkinase	111:357	PF00069.20	Pkinase	Domain	CL0016	PKinase
31900	Q93009	MATH	78:195	PF00917.21	MATH	Domain	CL0389	TRAF
31901	Q93009	UCH	213:518	PF00443.24	UCH	Family	CL0125	Peptidase_CA
31902	Q93009	USP7_ICP0_bdg	619:865	PF12436.3	USP7_ICP0_bdg	Family	\N	\N
31903	Q93009	USP7_C2	874:1088	PF14533.1	USP7_C2	Family	\N	\N
31904	P00403	COX2_TM	1:83	PF02790.10	COX2_TM	Family	\N	\N
31905	P00403	COX2	95:213	PF00116.15	COX2	Domain	CL0026	CU_oxidase
31906	A6NNM8	TTL	133:419	PF03133.10	TTL	Family	CL0179	ATP-grasp
31907	Q96EV8	Dysbindin	175:332	PF04440.11	Dysbindin	Family	\N	\N
31908	O60341	SWIRM	175:264	PF04433.12	SWIRM	Domain	\N	\N
31909	O60341	\NAD_binding_8	283:338	PF13450.1	\NAD_binding_8	Domain	CL0063	\NADP_Rossmann
31910	O60341	Amino_oxidase	288:826	PF01593.19	Amino_oxidase	Domain	CL0063	\NADP_Rossmann
31911	Q8N139	ABC2_membrane_3	30:416	PF12698.2	ABC2_membrane_3	Family	CL0181	ABC-2
31912	Q8N139	ABC_tran	497:642	PF00005.22	ABC_tran	Domain	CL0023	P-loop_NTPase
31913	Q8N139	ABC2_membrane_3	912:1167	PF12698.2	ABC2_membrane_3	Family	CL0181	ABC-2
31914	Q8N139	ABC_tran	1304:1440	PF00005.22	ABC_tran	Domain	CL0023	P-loop_NTPase
31915	Q8IY57	zf-RanBP	20:43	PF00641.13	zf-RanBP	Domain	CL0167	Zn_Beta_Ribbon
31916	Q13131	Pkinase	28:279	PF00069.20	Pkinase	Domain	CL0016	PKinase
31917	Q9Y4H2	PH	32:143	PF00169.24	PH	Domain	CL0266	PH
31918	Q9Y4H2	IRS	195:296	PF02174.12	IRS	Domain	\N	\N
31919	O75907	MBOAT	162:473	PF03062.14	MBOAT	Family	CL0517	MBOAT-like
31920	Q8NGU2	7tm_4	141:283	PF13853.1	7tm_4	Family	CL0192	GPCR_A
31921	Q6NVV7	C6_DPF	13:109	PF10170.4	C6_DPF	Domain	\N	\N
31922	Q13873	Activin_recp	58:129	PF01064.18	Activin_recp	Domain	CL0117	uPAR_Ly6_toxin
31923	Q13873	Pkinase	204:497	PF00069.20	Pkinase	Domain	CL0016	PKinase
31924	A6PVC2	TTL	333:573	PF03133.10	TTL	Family	CL0179	ATP-grasp
31925	Q9HCL2	Acyltransferase	216:355	PF01553.16	Acyltransferase	Family	CL0228	Acyltransferase
31926	Q9BZW4	DUF2781	218:357	PF10914.3	DUF2781	Family	\N	\N
31927	P33993	MCM_N	11:165	PF14551.1	MCM_N	Family	\N	\N
31928	P33993	MCM	322:640	PF00493.18	MCM	Family	CL0023	P-loop_NTPase
31929	O15371	eIF-3_zeta	3:521	PF05091.7	eIF-3_zeta	Family	CL0236	PDDEXK
31930	Q7LBC6	JmjC	1599:1704	PF02373.17	JmjC	Family	CL0029	Cupin
31931	O94844	Ras	16:207	PF00071.17	Ras	Domain	CL0023	P-loop_NTPase
31932	O94844	BTB	404:455	PF00651.26	BTB	Domain	CL0033	POZ
31933	O94844	BTB	476:581	PF00651.26	BTB	Domain	CL0033	POZ
31934	Q8NGE5	7tm_4	140:283	PF13853.1	7tm_4	Family	CL0192	GPCR_A
31935	Q13823	\NGP1NT	43:174	PF08153.7	\NGP1NT	Domain	\N	\N
31936	Q13823	MMR_HSR1	313:379	PF01926.18	MMR_HSR1	Family	CL0023	P-loop_NTPase
31937	O95070	YIF1	55:288	PF03878.10	YIF1	Family	CL0112	Yip1
31938	Q13324	HRM	38:99	PF02793.17	HRM	Family	\N	\N
31939	Q13324	7tm_2	117:355	PF00002.19	7tm_2	Family	CL0192	GPCR_A
31940	Q8IYD8	DEAD	101:254	PF00270.24	DEAD	Domain	CL0023	P-loop_NTPase
31941	Q8IYD8	Helicase_C	517:580	PF00271.26	Helicase_C	Family	CL0023	P-loop_NTPase
31942	Q8IYD8	ERCC4	1829:1947	PF02732.10	ERCC4	Domain	CL0236	PDDEXK
31943	Q8NA66	cNMP_binding	341:433	PF00027.24	cNMP_binding	Domain	\N	\N
31944	P07093	Serpin	34:398	PF00079.15	Serpin	Domain	\N	\N
31945	Q8WW18	DUF4637	1:173	PF15470.1	DUF4637	Family	\N	\N
31946	P0C645	7tm_4	144:285	PF13853.1	7tm_4	Family	CL0192	GPCR_A
31947	Q8TDR0	MIP-T3	49:685	PF10243.4	MIP-T3	Family	\N	\N
31948	Q9HBY0	Ferric_reduct	58:217	PF01794.14	Ferric_reduct	Family	CL0328	2heme_cytochrom
31949	Q9HBY0	FAD_binding_8	293:391	PF08022.7	FAD_binding_8	Domain	CL0076	FAD_Lum_binding
31950	Q9HBY0	\NAD_binding_6	401:548	PF08030.7	\NAD_binding_6	Domain	CL0091	\NAD_Ferredoxin
31951	Q8ND07	DUF4515	77:270	PF14988.1	DUF4515	Family	\N	\N
31952	Q7RTT6	SSXRD	155:187	PF09514.5	SSXRD	Motif	\N	\N
31953	P24557	p450	46:298	PF00067.17	p450	Domain	\N	\N
31954	P24557	p450	325:527	PF00067.17	p450	Domain	\N	\N
31955	Q86WB0	zf-C3HC	73:199	PF07967.8	zf-C3HC	Domain	CL0417	BIR-like
31956	Q86WB0	Rsm1	248:332	PF08600.5	Rsm1	Domain	CL0417	BIR-like
31957	Q8TCP9	DUF4371	109:220	PF14291.1	DUF4371	Family	\N	\N
31958	Q6DN72	Ig_2+Ig_2	22:89,112:199	PF13895.1,PF13895.1	Ig_2,Ig_2	Domain,Domain	CL0011,CL0011	Ig,Ig
31959	Q6DN72	Ig_3	206:280	PF13927.1	Ig_3	Domain	CL0011	Ig
31960	P35609	CH	42:141	PF00307.26	CH	Domain	CL0188	CH
31961	P35609	CH	155:256	PF00307.26	CH	Domain	CL0188	CH
31962	P35609	Spectrin	282:390,401:505,517:627,638:739	PF00435.16,PF00435.16,PF00435.16,PF00435.16	Spectrin,Spectrin,Spectrin,Spectrin	Domain,Domain,Domain,Domain	\N	\N
31963	P35609	EF-hand_8	769:820	PF13833.1	EF-hand_8	Domain	CL0220	EF_hand
31964	P35609	EFhand_Ca_insen	824:890	PF08726.5	EFhand_Ca_insen	Domain	CL0220	EF_hand
31965	Q05315	Gal-bind_lectin	11:136	PF00337.17	Gal-bind_lectin	Domain	CL0004	Concanavalin
31966	Q9BXI6	RabGAP-TBC	115:312	PF00566.13	RabGAP-TBC	Family	\N	\N
31967	Q6P3X3	TPR_11	563:624	PF13414.1	TPR_11	Repeat	CL0020	TPR
31968	Q8TAP8	PPP1R35_C	104:249	PF15503.1	PPP1R35_C	Family	\N	\N
31969	P55344	PMP22_Claudin	1:157	PF00822.15	PMP22_Claudin	Family	CL0375	Transporter
31970	P62241	Ribosomal_S8e	1:190	PF01201.17	Ribosomal_S8e	Family	\N	\N
31971	O14529	CUT	550:626	PF02376.10	CUT	Domain	\N	\N
31972	O14529	CUT	889:964	PF02376.10	CUT	Domain	\N	\N
31973	O14529	CUT	1042:1120	PF02376.10	CUT	Domain	\N	\N
31974	O14529	Homeobox	1169:1225	PF00046.24	Homeobox	Domain	CL0123	HTH
31975	Q8N393	KRAB	9:49	PF01352.22	KRAB	Family	\N	\N
31976	Q8N393	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	440:463,468:490,524:546	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
31977	Q8N393	zf-H2C2_2+zf-H2C2_2+zf-H2C2_2	580:602,608:630,664:685	PF13465.1,PF13465.1,PF13465.1	zf-H2C2_2,zf-H2C2_2,zf-H2C2_2	Domain,Domain,Domain	CL0361,CL0361,CL0361	C2H2-zf,C2H2-zf,C2H2-zf
31978	Q8N393	zf-H2C2_2	691:713	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
31979	Q8N393	zf-H2C2_2	719:741	PF13465.1	zf-H2C2_2	Domain	CL0361	C2H2-zf
31980	Q8NGC1	7tm_4	177:321	PF13853.1	7tm_4	Family	CL0192	GPCR_A
31981	Q9NPB0	SAYSvFN	105:176	PF10260.4	SAYSvFN	Domain	\N	\N
31982	Q7RTT3	SSXRD	155:188	PF09514.5	SSXRD	Motif	\N	\N
31983	Q16878	CDO_I	2:170	PF05995.7	CDO_I	Family	CL0029	Cupin
31984	P29320	Ephrin_lbd	29:202	PF01404.14	Ephrin_lbd	Domain	CL0202	GBD
31985	P29320	GCC2_GCC3	268:303	PF07699.8	GCC2_GCC3	Family	\N	\N
31986	P29320	fn3+fn3	327:416,444:521	PF00041.16,PF00041.16	fn3,fn3	Domain,Domain	CL0159,CL0159	E-set,E-set
31987	P29320	EphA2_TM+Pkinase_Tyr	544:618,622:878	PF14575.1,PF07714.12	EphA2_TM,Pkinase_Tyr	Domain,Domain	\N	\N
31988	P29320	SAM_2	908:973	PF07647.12	SAM_2	Domain	CL0003	SAM
31989	O75200	\NPIP	36:181	PF06409.6	\NPIP	Family	\N	\N
31990	O75200	\NPIP	182:286	PF06409.6	\NPIP	Family	\N	\N
31991	P51793	Voltage_CLC	163:564	PF00654.15	Voltage_CLC	Family	\N	\N
31992	P51793	CBS	694:746	PF00571.23	CBS	Domain	\N	\N
31993	Q9NYL9	Tropomodulin	1:146	PF03250.9	Tropomodulin	Family	\N	\N
31994	P84103	RRM_1	12:77	PF00076.17	RRM_1	Domain	CL0221	RRM
31995	O00442	RTC	8:339	PF01137.16	RTC	Domain	CL0290	EPT_RTPC
31996	Q0Z7S8	Lipocalin	7:130	PF00061.18	Lipocalin	Domain	CL0116	Calycin
31997	A8MXK1	V-set	42:137	PF07686.12	V-set	Domain	CL0011	Ig
31998	P53672	Crystall	14:98	PF00030.14	Crystall	Domain	CL0333	gCrystallin
31999	P53672	Crystall	107:195	PF00030.14	Crystall	Domain	CL0333	gCrystallin
32000	Q9BZG1	Ras	54:213	PF00071.17	Ras	Domain	CL0023	P-loop_NTPase
32001	Q9NQS5	7tm_1	37:370	PF00001.16	7tm_1	Family	CL0192	GPCR_A
32002	Q8N531	F-box-like	114:163	PF12937.2	F-box-like	Domain	CL0271	F-box
32003	Q96JQ0	Cadherin+Cadherin	151:245,260:352	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
32004	Q96JQ0	Cadherin+Cadherin	374:462,482:568	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
32005	Q96JQ0	Cadherin+Cadherin	583:670,690:780	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
32006	Q96JQ0	Cadherin+Cadherin	795:883,906:989	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
32007	Q96JQ0	Cadherin+Cadherin	1005:1096,1113:1202	PF00028.12,PF00028.12	Cadherin,Cadherin	Family,Family	CL0159,CL0159	E-set,E-set
